epoch,fold,loss,tissue_ce,tissue_dice_loss,nuclei_fg_ce,nuclei_fg_dice_loss,nuclei_class_ce,nuclei_class_dice_loss,val_loss,val_tissue_ce,val_tissue_dice_loss,val_nuclei_fg_ce,val_nuclei_fg_dice_loss,val_nuclei_class_ce,val_nuclei_class_dice_loss,dice_tissue_background,dice_tissue_stroma,dice_tissue_blood_vessel,dice_tissue_tumor,dice_tissue_epidermis,dice_tissue_necrosis,mean_tissue_dice_scored_1_to_5,dice_nuclei_foreground,dice_nuclei_tumor,dice_nuclei_lymphocyte,dice_nuclei_plasma_cell,dice_nuclei_histiocyte,dice_nuclei_melanophage,dice_nuclei_neutrophil,dice_nuclei_stroma,dice_nuclei_epithelium,dice_nuclei_endothelium,dice_nuclei_apoptosis,mean_nuclei_class_dice_on_nuclei_pixels,nuclei_f1,tissue_dice,nuclei_macro_f1,tissue_micro_dice,official_selection_score,selection_score
15,1,1.5844146433998556,0.23859717696905136,0.3420874827048358,0.2190168872475624,0.1810001064749325,0.3467344895881765,0.5139570043367498,1.9365187817149692,0.46432728982634014,0.3997712996270921,0.20840707504087025,0.17688710821999443,0.4159636828634474,0.5423245860470666,0.8889406185073587,0.8103765309494231,0.4050315240675727,0.9082764224553131,0.7547017908573798,0.5353593783232019,0.6827491293305782,0.8084551483261407,0.9482996434847676,0.8180049484012403,0.5791911201837203,0.5606287788321804,0.6334898557340363,0.5140042385016323,0.4754028812172808,0.7215103770789586,0.6761955461146121,0.6066151499094959,0.6533342539457925,0.8084551483261407,0.6827491293305782,0.6533342539457925,0.8664637329763692,0.7527505661447201,0.7148461772008371
