epoch,fold,loss,tissue_ce,tissue_dice_loss,nuclei_fg_ce,nuclei_fg_dice_loss,nuclei_class_ce,nuclei_class_dice_loss,val_loss,val_tissue_ce,val_tissue_dice_loss,val_nuclei_fg_ce,val_nuclei_fg_dice_loss,val_nuclei_class_ce,val_nuclei_class_dice_loss,dice_tissue_background,dice_tissue_stroma,dice_tissue_blood_vessel,dice_tissue_tumor,dice_tissue_epidermis,dice_tissue_necrosis,mean_tissue_dice_scored_1_to_5,dice_nuclei_foreground,dice_nuclei_tumor,dice_nuclei_lymphocyte,dice_nuclei_plasma_cell,dice_nuclei_histiocyte,dice_nuclei_melanophage,dice_nuclei_neutrophil,dice_nuclei_stroma,dice_nuclei_epithelium,dice_nuclei_endothelium,dice_nuclei_apoptosis,mean_nuclei_class_dice_on_nuclei_pixels,selection_score
17,1,1.733619682929095,0.28397492823355336,0.3714214878923753,0.2326550659011392,0.1904516851200777,0.38754869471578035,0.535135616,1.9651719000604417,0.41518362425267696,0.4294954107867347,0.22133700880739424,0.1854178508122762,0.42406802417503464,0.5793399545881484,0.8667047783459381,0.8056558854561852,0.34330477311507124,0.9063582361419381,0.754020579,0.41088904781668806,0.6440457043984319,0.7915703377021848,0.944776665,0.8097593047672579,0.6305434297686343,0.5721912388579056,0.6198546144121365,0.5047062048798319,0.43598678038426214,0.6824592072172325,0.5939457880471373,0.5406349950369471,0.6334858228590765,0.689700622
